6.1144E-02;6.1144E-05
6.1222E-02;6.1222E-05
6.1244E-02;6.1244E-05
6.1255E-02;6.1255E-05
6.1274E-02;6.1274E-05
6.1274E-02;6.1274E-05
6.1293E-02;6.1293E-05
6.1293E-02;6.1293E-05
6.1300E-02;6.1300E-05
6.1300E-02;6.1300E-05
6.1311E-02;6.1311E-05
6.1322E-02;6.1322E-05
6.1322E-02;6.1322E-05
6.1334E-02;6.1334E-05
6.1349E-02;6.1349E-05
6.1352E-02;6.1352E-05
6.1367E-02;6.1367E-05
6.1367E-02;6.1367E-05
6.1367E-02;6.1367E-05
6.1371E-02;6.1371E-05
6.1375E-02;6.1375E-05
6.1378E-02;6.1378E-05
6.1393E-02;6.1393E-05
6.1393E-02;6.1393E-05
6.1404E-02;6.1404E-05
6.1404E-02;6.1404E-05
6.1408E-02;6.1408E-05
6.1416E-02;6.1416E-05
6.1427E-02;6.1427E-05
6.1427E-02;6.1427E-05
6.1434E-02;6.1434E-05
6.1438E-02;6.1438E-05
6.1442E-02;6.1442E-05
6.1442E-02;6.1442E-05
6.1442E-02;6.1442E-05
6.1445E-02;6.1445E-05
6.1464E-02;6.1464E-05
6.1464E-02;6.1464E-05
6.1464E-02;6.1464E-05
6.1468E-02;6.1468E-05
6.1468E-02;6.1468E-05
6.1475E-02;6.1475E-05
6.1475E-02;6.1475E-05
6.1483E-02;6.1483E-05
6.1483E-02;6.1483E-05
6.1486E-02;6.1486E-05
6.1494E-02;6.1494E-05
6.1494E-02;6.1494E-05
6.1494E-02;6.1494E-05
6.1498E-02;6.1498E-05
6.1501E-02;6.1501E-05
6.1501E-02;6.1501E-05
6.1512E-02;6.1512E-05
6.1524E-02;6.1524E-05
6.1524E-02;6.1524E-05
6.1527E-02;6.1527E-05
6.1527E-02;6.1527E-05
6.1527E-02;6.1527E-05
6.1531E-02;6.1531E-05
6.1531E-02;6.1531E-05
6.1531E-02;6.1531E-05
6.1531E-02;6.1531E-05
6.1535E-02;6.1535E-05
6.1539E-02;6.1539E-05
6.1546E-02;6.1546E-05
6.1550E-02;6.1550E-05
6.1550E-02;6.1550E-05
6.1553E-02;6.1553E-05
6.1557E-02;6.1557E-05
6.1557E-02;6.1557E-05
6.1561E-02;6.1561E-05
6.1561E-02;6.1561E-05
6.1561E-02;6.1561E-05
6.1561E-02;6.1561E-05
6.1561E-02;6.1561E-05
6.1565E-02;6.1565E-05
6.1572E-02;6.1572E-05
6.1572E-02;6.1572E-05
6.1572E-02;6.1572E-05
6.1583E-02;6.1583E-05
6.1583E-02;6.1583E-05
6.1591E-02;6.1591E-05
6.1591E-02;6.1591E-05
6.1591E-02;6.1591E-05
6.1591E-02;6.1591E-05
6.1594E-02;6.1594E-05
6.1594E-02;6.1594E-05
6.1602E-02;6.1602E-05
6.1602E-02;6.1602E-05
6.1602E-02;6.1602E-05
6.1606E-02;6.1606E-05
6.1613E-02;6.1613E-05
6.1613E-02;6.1613E-05
6.1617E-02;6.1617E-05
6.1617E-02;6.1617E-05
6.1617E-02;6.1617E-05
6.1617E-02;6.1617E-05
6.1620E-02;6.1620E-05
6.1620E-02;6.1620E-05
6.1620E-02;6.1620E-05
6.1620E-02;6.1620E-05
6.1624E-02;6.1624E-05
6.1628E-02;6.1628E-05
6.1639E-02;6.1639E-05
6.1639E-02;6.1639E-05
6.1643E-02;6.1643E-05
6.1643E-02;6.1643E-05
6.1647E-02;6.1647E-05
6.1647E-02;6.1647E-05
6.1650E-02;6.1650E-05
6.1650E-02;6.1650E-05
6.1650E-02;6.1650E-05
6.1650E-02;6.1650E-05
6.1650E-02;6.1650E-05
6.1654E-02;6.1654E-05
6.1654E-02;6.1654E-05
6.1654E-02;6.1654E-05
6.1654E-02;6.1654E-05
6.1665E-02;6.1665E-05
6.1665E-02;6.1665E-05
6.1669E-02;6.1669E-05
6.1669E-02;6.1669E-05
6.1676E-02;6.1676E-05
6.1676E-02;6.1676E-05
6.1684E-02;6.1684E-05
6.1684E-02;6.1684E-05
6.1688E-02;6.1688E-05
6.1688E-02;6.1688E-05
6.1688E-02;6.1688E-05
6.1691E-02;6.1691E-05
6.1691E-02;6.1691E-05
6.1699E-02;6.1699E-05
6.1699E-02;6.1699E-05
6.1702E-02;6.1702E-05
6.1710E-02;6.1710E-05
6.1710E-02;6.1710E-05
6.1710E-02;6.1710E-05
6.1714E-02;6.1714E-05
6.1714E-02;6.1714E-05
6.1714E-02;6.1714E-05
6.1714E-02;6.1714E-05
6.1717E-02;6.1717E-05
6.1717E-02;6.1717E-05
6.1717E-02;6.1717E-05
6.1717E-02;6.1717E-05
6.1721E-02;6.1721E-05
6.1721E-02;6.1721E-05
6.1725E-02;6.1725E-05
6.1725E-02;6.1725E-05
6.1729E-02;6.1729E-05
6.1732E-02;6.1732E-05
6.1732E-02;6.1732E-05
6.1736E-02;6.1736E-05
6.1740E-02;6.1740E-05
6.1740E-02;6.1740E-05
6.1751E-02;6.1751E-05
6.1755E-02;6.1755E-05
6.1755E-02;6.1755E-05
6.1755E-02;6.1755E-05
6.1758E-02;6.1758E-05
6.1758E-02;6.1758E-05
6.1762E-02;6.1762E-05
6.1762E-02;6.1762E-05
6.1762E-02;6.1762E-05
6.1766E-02;6.1766E-05
6.1773E-02;6.1773E-05
6.1781E-02;6.1781E-05
