5.6256E-02;5.6256E-05
5.6334E-02;5.6334E-05
5.6342E-02;5.6342E-05
5.6349E-02;5.6349E-05
5.6349E-02;5.6349E-05
5.6356E-02;5.6356E-05
5.6360E-02;5.6360E-05
5.6386E-02;5.6386E-05
5.6397E-02;5.6397E-05
5.6405E-02;5.6405E-05
5.6405E-02;5.6405E-05
5.6423E-02;5.6423E-05
5.6423E-02;5.6423E-05
5.6431E-02;5.6431E-05
5.6431E-02;5.6431E-05
5.6435E-02;5.6435E-05
5.6438E-02;5.6438E-05
5.6438E-02;5.6438E-05
5.6450E-02;5.6450E-05
5.6453E-02;5.6453E-05
5.6453E-02;5.6453E-05
5.6461E-02;5.6461E-05
5.6476E-02;5.6476E-05
5.6479E-02;5.6479E-05
5.6483E-02;5.6483E-05
5.6483E-02;5.6483E-05
5.6487E-02;5.6487E-05
5.6494E-02;5.6494E-05
5.6494E-02;5.6494E-05
5.6502E-02;5.6502E-05
5.6505E-02;5.6505E-05
5.6509E-02;5.6509E-05
5.6513E-02;5.6513E-05
5.6513E-02;5.6513E-05
5.6517E-02;5.6517E-05
5.6520E-02;5.6520E-05
5.6520E-02;5.6520E-05
5.6524E-02;5.6524E-05
5.6539E-02;5.6539E-05
5.6546E-02;5.6546E-05
5.6550E-02;5.6550E-05
5.6558E-02;5.6558E-05
5.6558E-02;5.6558E-05
5.6558E-02;5.6558E-05
5.6561E-02;5.6561E-05
5.6561E-02;5.6561E-05
5.6561E-02;5.6561E-05
5.6572E-02;5.6572E-05
5.6576E-02;5.6576E-05
5.6584E-02;5.6584E-05
5.6584E-02;5.6584E-05
5.6587E-02;5.6587E-05
5.6595E-02;5.6595E-05
5.6595E-02;5.6595E-05
5.6599E-02;5.6599E-05
5.6602E-02;5.6602E-05
5.6606E-02;5.6606E-05
5.6617E-02;5.6617E-05
5.6617E-02;5.6617E-05
5.6621E-02;5.6621E-05
5.6621E-02;5.6621E-05
5.6621E-02;5.6621E-05
5.6628E-02;5.6628E-05
5.6632E-02;5.6632E-05
5.6632E-02;5.6632E-05
5.6632E-02;5.6632E-05
5.6636E-02;5.6636E-05
5.6640E-02;5.6640E-05
5.6647E-02;5.6647E-05
5.6651E-02;5.6651E-05
5.6651E-02;5.6651E-05
5.6651E-02;5.6651E-05
5.6654E-02;5.6654E-05
5.6654E-02;5.6654E-05
5.6658E-02;5.6658E-05
5.6658E-02;5.6658E-05
5.6662E-02;5.6662E-05
5.6666E-02;5.6666E-05
5.6669E-02;5.6669E-05
5.6669E-02;5.6669E-05
5.6673E-02;5.6673E-05
5.6677E-02;5.6677E-05
5.6677E-02;5.6677E-05
5.6677E-02;5.6677E-05
5.6681E-02;5.6681E-05
5.6681E-02;5.6681E-05
5.6684E-02;5.6684E-05
5.6688E-02;5.6688E-05
5.6688E-02;5.6688E-05
5.6692E-02;5.6692E-05
5.6692E-02;5.6692E-05
5.6695E-02;5.6695E-05
5.6695E-02;5.6695E-05
5.6699E-02;5.6699E-05
5.6703E-02;5.6703E-05
5.6703E-02;5.6703E-05
5.6703E-02;5.6703E-05
5.6718E-02;5.6718E-05
5.6725E-02;5.6725E-05
5.6733E-02;5.6733E-05
5.6733E-02;5.6733E-05
5.6736E-02;5.6736E-05
5.6744E-02;5.6744E-05
5.6744E-02;5.6744E-05
5.6748E-02;5.6748E-05
5.6751E-02;5.6751E-05
5.6751E-02;5.6751E-05
5.6751E-02;5.6751E-05
5.6759E-02;5.6759E-05
5.6759E-02;5.6759E-05
5.6759E-02;5.6759E-05
5.6759E-02;5.6759E-05
5.6759E-02;5.6759E-05
5.6762E-02;5.6762E-05
5.6762E-02;5.6762E-05
5.6766E-02;5.6766E-05
5.6770E-02;5.6770E-05
5.6770E-02;5.6770E-05
5.6770E-02;5.6770E-05
5.6774E-02;5.6774E-05
5.6777E-02;5.6777E-05
5.6777E-02;5.6777E-05
5.6777E-02;5.6777E-05
5.6781E-02;5.6781E-05
5.6781E-02;5.6781E-05
5.6796E-02;5.6796E-05
5.6796E-02;5.6796E-05
5.6796E-02;5.6796E-05
5.6800E-02;5.6800E-05
5.6800E-02;5.6800E-05
5.6800E-02;5.6800E-05
5.6800E-02;5.6800E-05
5.6807E-02;5.6807E-05
5.6807E-02;5.6807E-05
5.6811E-02;5.6811E-05
5.6815E-02;5.6815E-05
5.6815E-02;5.6815E-05
5.6815E-02;5.6815E-05
5.6826E-02;5.6826E-05
5.6826E-02;5.6826E-05
5.6837E-02;5.6837E-05
5.6841E-02;5.6841E-05
5.6841E-02;5.6841E-05
5.6844E-02;5.6844E-05
5.6852E-02;5.6852E-05
5.6863E-02;5.6863E-05
5.6874E-02;5.6874E-05
5.6878E-02;5.6878E-05
